time_tag,xrsb_flux,xrsa_flux
2026-01-18 06:28:00,5.06097E-06,2.93689E-07
2026-01-18 06:29:00,4.77587E-06,2.73131E-07
2026-01-18 06:30:00,4.50236E-06,2.55763E-07
2026-01-18 06:31:00,4.27099E-06,2.40108E-07
2026-01-18 06:32:00,4.0934E-06,2.30011E-07
2026-01-18 06:33:00,3.94403E-06,2.2264E-07
2026-01-18 06:34:00,3.81274E-06,2.16349E-07
2026-01-18 06:35:00,3.69936E-06,2.06022E-07
2026-01-18 06:36:00,3.59635E-06,2.02159E-07
2026-01-18 06:37:00,3.4711E-06,1.88259E-07
2026-01-18 06:38:00,3.3572E-06,1.81674E-07
2026-01-18 06:39:00,3.25819E-06,1.71629E-07
2026-01-18 06:40:00,3.16655E-06,1.64322E-07
2026-01-18 06:41:00,3.08209E-06,1.5548E-07
2026-01-18 06:42:00,3.01046E-06,1.50545E-07
2026-01-18 06:43:00,2.93838E-06,1.45031E-07
2026-01-18 06:44:00,2.86462E-06,1.37337E-07
2026-01-18 06:45:00,2.79395E-06,1.30192E-07
2026-01-18 06:46:00,2.76581E-06,1.29879E-07
2026-01-18 06:47:00,2.95798E-06,1.58698E-07
2026-01-18 06:48:00,2.97546E-06,1.56804E-07
2026-01-18 06:49:00,2.87199E-06,1.3577E-07
2026-01-18 06:50:00,2.74498E-06,1.2295E-07
2026-01-18 06:51:00,2.6328E-06,1.15356E-07
2026-01-18 06:52:00,2.53385E-06,1.06407E-07
2026-01-18 06:53:00,2.46082E-06,1.02632E-07
2026-01-18 06:54:00,2.39422E-06,9.45177E-08
2026-01-18 06:55:00,2.33169E-06,9.33962E-08
2026-01-18 06:56:00,2.27289E-06,9.24544E-08
2026-01-18 06:57:00,2.22258E-06,8.64135E-08
2026-01-18 06:58:00,2.18439E-06,8.59608E-08
2026-01-18 06:59:00,2.14983E-06,8.48893E-08
2026-01-18 07:00:00,2.11615E-06,8.22413E-08
2026-01-18 07:01:00,2.08588E-06,8.15754E-08
2026-01-18 07:02:00,2.05498E-06,7.9093E-08
2026-01-18 07:03:00,2.02809E-06,7.95889E-08
2026-01-18 07:04:00,2.01047E-06,7.58797E-08
2026-01-18 07:05:00,1.98786E-06,7.58029E-08
2026-01-18 07:06:00,1.9833E-06,7.43577E-08
2026-01-18 07:07:00,2.01983E-06,8.01717E-08
2026-01-18 07:08:00,2.04752E-06,8.01585E-08
2026-01-18 07:09:00,2.14756E-06,8.69558E-08
2026-01-18 07:10:00,2.15717E-06,8.89774E-08
2026-01-18 07:11:00,2.07193E-06,7.9446E-08
2026-01-18 07:12:00,1.98985E-06,7.51723E-08
2026-01-18 07:13:00,1.96943E-06,7.46776E-08
2026-01-18 07:14:00,1.96053E-06,7.48332E-08
2026-01-18 07:15:00,1.91954E-06,6.91831E-08
2026-01-18 07:16:00,1.88096E-06,6.84147E-08
2026-01-18 07:17:00,1.86074E-06,6.8153E-08
2026-01-18 07:18:00,1.83567E-06,6.4755E-08
2026-01-18 07:19:00,1.81462E-06,6.30624E-08
2026-01-18 07:20:00,1.80488E-06,6.28555E-08
2026-01-18 07:21:00,1.78908E-06,6.17797E-08
2026-01-18 07:22:00,1.77711E-06,6.07206E-08
2026-01-18 07:23:00,1.76531E-06,5.8983E-08
2026-01-18 07:24:00,1.7602E-06,5.57907E-08
2026-01-18 07:25:00,1.74736E-06,5.95082E-08
2026-01-18 07:26:00,1.72784E-06,5.75197E-08
2026-01-18 07:27:00,1.7156E-06,5.58549E-08
2026-01-18 07:28:00,1.70263E-06,5.44834E-08
2026-01-18 07:29:00,1.69013E-06,5.19117E-08
2026-01-18 07:30:00,1.6791E-06,5.56281E-08
2026-01-18 07:31:00,1.66686E-06,5.62846E-08
2026-01-18 07:32:00,1.64896E-06,5.29934E-08
2026-01-18 07:33:00,1.63479E-06,5.40721E-08
2026-01-18 07:34:00,1.62363E-06,5.14545E-08
2026-01-18 07:35:00,1.61658E-06,5.27352E-08
2026-01-18 07:36:00,1.608E-06,5.34139E-08
2026-01-18 07:37:00,1.59843E-06,5.27003E-08
2026-01-18 07:38:00,1.5902E-06,5.00265E-08
2026-01-18 07:39:00,1.57972E-06,4.9926E-08
2026-01-18 07:40:00,1.58234E-06,4.99265E-08
2026-01-18 07:41:00,1.58126E-06,4.93055E-08
2026-01-18 07:42:00,1.57376E-06,4.77741E-08
2026-01-18 07:43:00,1.55998E-06,5.08948E-08
2026-01-18 07:44:00,1.55282E-06,4.70852E-08
2026-01-18 07:45:00,1.54752E-06,4.81119E-08
2026-01-18 07:46:00,1.54313E-06,4.72668E-08
2026-01-18 07:47:00,1.54276E-06,4.66468E-08
2026-01-18 07:48:00,1.53906E-06,4.69925E-08
2026-01-18 07:49:00,1.52685E-06,4.45843E-08
2026-01-18 07:50:00,1.5153E-06,4.42074E-08
2026-01-18 07:51:00,1.50387E-06,4.38968E-08
2026-01-18 07:52:00,1.49295E-06,4.20663E-08
2026-01-18 07:53:00,1.48406E-06,4.11699E-08
2026-01-18 07:54:00,1.47718E-06,4.07307E-08
2026-01-18 07:55:00,1.47215E-06,4.2705E-08
2026-01-18 07:56:00,1.46848E-06,4.35063E-08
2026-01-18 07:57:00,1.47066E-06,4.44698E-08
2026-01-18 07:58:00,1.46211E-06,4.31125E-08
2026-01-18 07:59:00,1.46354E-06,4.19425E-08
